Unnamed: 0,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
228,912,0,3,3,842,0,70,0.0,336,3,1974,912,3,8521,70.0,0.0,0,5,5,912,0.0,1967,1967,125000
229,1555,0,2,0,16,2,1357,0.0,430,0,2005,1555,2,3182,43.0,16.0,20,5,7,1373,,2005,2006,192500
230,1194,0,3,3,0,6,1194,,312,2,1959,1194,3,8760,73.0,220.0,0,6,6,1194,,1959,1959,148000
231,1490,1304,4,3,689,6,773,,810,0,1995,2794,0,15138,174.0,506.0,146,5,8,1462,,1995,1996,403000
232,504,483,2,3,0,6,483,,288,3,1972,987,3,1680,21.0,297.0,0,5,6,483,,1972,1972,94500
233,894,0,3,0,182,3,712,,308,3,1976,894,3,10650,75.0,0.0,0,6,5,894,,1976,1976,128200
234,1100,860,4,3,625,2,235,,440,0,2002,1960,2,7851,,,48,5,6,860,288.0,2002,2002,216500
235,483,0,2,3,358,0,125,,264,3,1971,987,3,1680,21.0,604.0,0,3,6,483,,1971,1971,89500
236,1414,0,3,0,24,2,1390,,494,2,2004,1414,2,8773,65.0,98.0,105,5,7,1414,,2004,2004,185500
237,1014,730,3,3,402,1,594,,457,2,1993,1744,2,9453,,0.0,70,7,7,996,,1993,2003,194500
238,1694,0,3,3,0,6,1694,,818,0,2007,1694,2,12030,93.0,254.0,228,5,8,1694,,2007,2007,318000
239,798,0,3,3,94,3,641,0.0,220,3,1949,1487,3,8741,52.0,0.0,140,4,6,735,,1945,1950,113000
240,1566,0,3,0,1078,2,488,0.0,750,2,2008,1566,2,9000,75.0,36.0,168,5,8,1566,,2008,2008,262500
241,866,0,2,3,329,0,357,,0,1,1945,866,2,3880,40.0,0.0,42,9,5,686,,1945,1997,110500
242,889,551,3,3,0,6,540,,352,3,1940,1440,3,5000,63.0,0.0,0,4,5,540,,1900,1950,79000
243,626,591,3,3,0,6,626,,288,2,1980,1217,3,10762,75.0,0.0,28,6,6,626,,1980,1980,120000
244,1222,888,3,3,695,2,253,,463,2,1994,2110,2,8880,,0.0,130,5,7,948,,1994,2002,205000
245,1872,0,3,0,929,2,916,,604,3,1988,1872,3,10400,80.0,102.0,39,5,7,1845,197.0,1988,1988,241500
246,1020,908,4,3,0,6,1020,,440,3,1910,1928,1,9142,69.0,0.0,60,8,6,1020,,1910,1950,137000
247,1375,0,2,3,0,6,1367,,451,3,1954,1375,3,11310,75.0,0.0,30,5,6,1367,,1954,1954,140000
248,840,828,3,3,0,6,840,,500,2,2003,1668,2,11317,72.0,101.0,68,5,7,840,,2003,2003,180000
249,1444,700,4,1,697,5,747,,389,0,1958,2144,2,159000,,472.0,98,7,6,1444,,1958,2006,277000
250,1306,0,3,3,0,6,728,,0,1,1940,1306,1,5350,55.0,0.0,0,2,3,728,,1940,1966,76500
251,1625,0,2,1,1573,6,0,,538,3,2006,1625,2,4750,44.0,481.0,0,5,8,1573,,2006,2007,235000
252,842,798,3,3,0,6,798,,520,2,2004,1640,2,8366,65.0,0.0,45,5,6,798,,2004,2004,173000
253,1302,0,3,1,877,3,425,,309,2,1964,1302,2,9350,85.0,108.0,0,7,6,1302,,1964,1991,158000
254,1314,0,3,3,922,5,392,,294,2,1957,1314,3,8400,70.0,0.0,0,6,5,1314,,1957,1957,145000
255,1286,1005,4,3,0,6,975,,429,0,1999,2291,2,8738,66.0,302.0,0,5,7,975,,1999,1999,230000
256,864,864,3,3,503,5,361,,673,2,2003,1728,2,8791,64.0,0.0,56,5,6,864,,2003,2003,207500
257,1604,0,3,3,1334,2,270,,660,2,2006,1604,2,8814,68.0,180.0,110,5,7,1604,,2006,2006,220000
258,963,829,3,3,361,2,602,,564,2,2001,1792,2,12435,80.0,172.0,96,5,7,963,,2001,2001,231500
259,882,0,2,4,0,4,0,,308,3,1956,882,3,12702,70.0,0.0,45,5,5,0,,1956,1956,97000
260,1382,0,3,1,672,5,690,,884,3,1991,1382,3,19296,120.0,399.0,0,5,6,1362,,1962,1962,176000
261,1482,1092,3,3,0,6,1482,,868,0,2007,2574,0,9588,69.0,270.0,148,5,8,1482,,2007,2007,276000
262,1212,0,3,0,506,0,0,,492,3,1978,1212,3,8471,88.0,46.0,12,7,6,506,292.0,1977,1995,151000
263,926,0,3,3,234,3,692,,484,3,1974,1316,3,5500,50.0,0.0,0,7,5,926,,1929,2001,130000
264,764,0,2,3,0,6,680,,504,3,1965,764,3,5232,30.0,0.0,0,5,5,680,,1925,2004,73000
265,1422,0,3,3,958,6,464,,576,0,1981,1422,2,12090,78.0,210.0,0,6,6,1422,,1981,1981,175500
266,802,709,3,0,714,2,88,,413,0,1997,1511,3,11207,70.0,0.0,75,5,6,802,,1997,1997,185000
267,1052,720,4,3,378,6,342,,240,3,1939,2192,2,8400,60.0,0.0,24,8,5,720,,1939,1997,179500
268,778,0,2,3,499,0,241,,924,3,1966,778,3,6900,71.0,0.0,25,6,5,740,0.0,1940,1955,120500
269,1113,0,3,3,751,1,392,,504,2,1987,1113,3,7917,,174.0,30,7,6,1143,,1976,1976,148000
270,1095,844,3,2,0,6,1095,,1053,2,2006,1939,2,10728,84.0,0.0,51,5,8,1095,,2006,2006,266000
271,1363,0,2,1,933,3,452,0.0,439,3,1954,1363,3,39104,73.0,0.0,0,7,7,1385,,1954,2005,241500
272,1164,1106,4,3,524,2,628,,671,0,1999,2270,2,11764,92.0,348.0,57,7,8,1152,,1999,2007,290000
273,1632,0,3,3,620,5,620,,338,2,1958,1632,3,9600,80.0,183.0,0,6,6,1240,,1958,1988,139000
274,816,0,2,1,546,0,270,,264,3,1982,816,3,8314,76.0,0.0,0,7,5,816,,1982,1982,124500
275,952,596,3,3,0,6,952,,672,3,1978,1548,0,7264,55.0,0.0,0,7,7,952,,1925,2007,205000
276,1560,0,3,3,0,6,1560,,573,0,2003,1560,2,9196,129.0,0.0,150,5,7,1560,,2003,2003,201000
277,864,0,2,3,120,3,744,,400,3,1951,864,3,19138,140.0,0.0,0,5,4,864,,1951,1951,141000
278,2121,0,3,1,0,6,2121,,732,0,2007,2121,0,14450,107.0,315.0,98,5,9,2121,,2006,2007,415298
279,1156,866,4,3,392,1,768,0.0,505,0,1977,2022,3,10005,83.0,299.0,117,5,7,1160,288.0,1977,1977,192000
280,1175,807,3,0,421,2,386,,575,3,1989,1982,2,11287,82.0,340.0,84,6,7,807,,1989,1989,228500
281,1262,0,2,3,905,2,357,,572,3,2006,1262,2,7200,60.0,68.0,120,5,6,1262,0.0,2006,2006,185000
282,1314,0,2,3,904,2,410,,626,2,2008,1314,2,5063,34.0,166.0,62,5,7,1314,,2007,2008,207500
283,1468,0,3,3,0,6,1468,,898,0,2008,1468,2,9612,74.0,72.0,150,5,8,1468,,2008,2009,244600
284,1575,0,2,3,430,2,1145,,529,2,1992,1575,2,8012,50.0,0.0,0,5,6,1575,0.0,1992,1992,179200
285,625,625,2,3,0,6,625,0.0,528,2,2006,1250,2,4251,35.0,0.0,54,5,7,625,,2006,2007,164700
286,1085,649,3,3,600,5,312,0.0,440,3,1962,1734,2,9786,77.0,0.0,0,7,6,912,,1962,1981,159000
287,858,0,3,3,614,1,244,,0,1,1971,858,3,8125,,0.0,0,4,4,858,,1971,1971,88000
288,900,0,3,3,450,1,432,,280,3,1970,900,3,9819,,31.0,0,5,5,882,,1967,1967,122000
289,698,698,3,3,0,6,698,,384,3,2003,1396,3,8730,60.0,0.0,0,7,6,698,,1915,2003,153575
290,1079,840,3,0,0,6,1079,,685,2,2006,1919,2,15611,120.0,0.0,51,5,8,1079,,2006,2006,233230
291,936,780,6,3,210,6,570,,0,1,1912,1716,1,5687,55.0,0.0,184,6,5,780,,1912,2000,135900
292,1148,568,3,3,292,3,476,,281,3,1949,1716,3,11409,60.0,0.0,0,4,5,768,,1949,2008,131000
293,1468,795,3,3,795,0,0,,539,0,1977,2263,2,16659,,34.0,250,7,7,795,,1977,1994,235000
294,1644,0,3,3,1285,2,131,,418,0,1953,1644,3,9600,80.0,238.0,0,5,6,1416,,1953,1953,167000
295,1003,0,3,0,819,2,184,,588,3,1984,1003,3,7937,37.0,0.0,0,6,6,1003,,1984,1984,142500
296,910,648,4,3,420,1,490,,282,3,1950,1558,3,13710,75.0,0.0,0,5,5,910,289.0,1950,1950,152000
297,975,975,3,3,649,6,326,,576,2,1997,1950,2,7399,66.0,1600.0,10,5,7,975,,1997,1998,239000
298,1041,702,3,3,473,0,229,,539,3,1968,1743,3,11700,90.0,365.0,0,6,6,702,,1968,1968,175000
299,1152,0,3,3,0,6,1092,,300,3,1950,1152,2,14000,80.0,0.0,36,8,6,1092,,1950,2004,158500
300,1336,0,2,2,841,1,324,,375,3,1953,1336,3,15750,90.0,56.0,0,5,5,1165,,1953,1953,157000
301,1242,1210,4,3,281,6,747,,683,0,1998,2452,2,16226,66.0,0.0,50,5,8,1028,,1998,1999,267000
302,1541,0,3,3,0,6,1541,,843,2,2001,1541,2,13704,118.0,150.0,81,5,7,1541,,2001,2002,205000
303,894,0,3,3,894,0,0,,552,3,1975,894,3,9800,70.0,0.0,0,7,5,894,,1972,1972,149900
304,1818,1675,3,3,0,6,1470,,870,3,2003,3493,2,18386,87.0,0.0,0,9,7,1470,,1880,2002,295000
305,2000,0,3,3,1464,2,536,,888,3,2004,2000,2,10386,80.0,246.0,0,5,8,2000,,2004,2005,305900
306,1122,1121,4,3,700,0,0,224.0,746,2,1990,2243,2,13474,116.0,246.0,44,5,7,700,,1990,1991,225000
307,1035,371,3,3,0,6,319,,0,1,1920,1406,1,7920,,0.0,144,7,6,319,,1920,1950,89500
308,861,0,1,3,262,1,599,,539,3,1961,861,3,12342,,0.0,0,5,4,861,,1940,1950,82500
309,1944,0,3,1,1274,6,622,,708,0,2003,1944,0,12378,90.0,0.0,175,5,9,1896,,2003,2004,360000
310,804,697,3,3,518,0,179,0.0,420,0,1993,1501,2,7685,,112.0,63,5,6,697,,1993,1994,165600
311,972,0,2,3,680,0,292,,240,3,1948,972,3,8000,50.0,0.0,0,6,6,972,,1948,2002,132000
312,793,325,3,2,507,5,286,,410,3,1939,1118,3,7800,65.0,0.0,0,7,5,793,,1939,1950,119900
313,2036,0,3,1,1439,0,697,,513,2,1965,2036,3,215245,150.0,0.0,0,5,7,2136,,1965,1965,375000
314,832,809,3,3,16,3,712,234.0,546,3,1925,1641,0,9600,60.0,0.0,0,7,7,728,,1925,1990,178000
315,716,716,3,3,425,6,291,,432,0,2004,1432,2,7795,71.0,0.0,51,5,7,716,,2004,2005,188500
316,1153,0,4,3,692,2,153,,484,2,1983,2353,0,13005,94.0,278.0,195,7,7,845,,1980,1980,260000
317,1088,871,3,0,0,6,1088,,1025,2,2006,1959,2,9000,75.0,0.0,46,5,8,1088,,2006,2006,270000
318,1372,1274,3,1,987,2,360,144.0,656,2,1993,2646,2,9900,90.0,256.0,60,5,7,1347,,1993,1993,260000
319,1472,0,3,0,1036,2,336,,588,3,1980,1472,3,14115,,225.0,48,5,7,1372,,1980,1980,187500
320,1347,1249,4,0,0,6,1249,,840,2,2006,2596,2,16259,111.0,370.0,154,5,9,1249,,2006,2006,342643
321,1332,1136,4,0,970,2,166,0.0,872,3,2004,2468,2,12099,99.0,388.0,154,5,8,1136,,2004,2004,354000
322,1553,1177,4,1,28,3,1474,,576,3,1987,2730,2,10380,86.0,172.0,96,5,7,1502,,1986,1987,301000
323,1163,0,3,3,256,0,906,,220,3,1955,1163,3,5820,49.0,0.0,98,8,3,1162,,1955,2005,126175
324,1898,1080,5,3,0,6,710,,564,0,1967,2978,2,11275,96.0,300.0,0,7,7,710,,1967,2007,242000
325,803,0,2,0,116,1,604,244.0,360,3,1941,803,3,5000,50.0,0.0,0,6,5,720,0.0,1941,1950,87000
326,1719,0,1,1,1619,2,100,,473,0,1993,1719,2,10846,32.0,0.0,30,5,8,1719,,1993,1993,324000
327,1383,0,3,3,565,5,818,,292,3,1960,1383,3,11600,80.0,175.0,45,5,6,1383,,1960,1960,145250
328,1445,689,5,3,0,6,844,268.0,441,3,1930,2134,2,11888,,0.0,60,6,6,844,,1916,1994,214500
329,596,596,3,2,0,6,596,,189,3,1920,1192,3,6402,60.0,0.0,0,5,5,596,,1920,1950,78000
330,1728,0,6,3,1164,2,564,,352,3,2002,1728,3,10624,,84.0,0,4,5,1728,,1964,1964,119000
331,1056,0,3,3,846,5,210,0.0,308,2,1958,1056,3,8176,70.0,0.0,0,6,5,1056,,1958,1992,139000
332,1629,0,3,3,2160,2,1046,,880,3,2003,1629,2,10655,85.0,296.0,0,5,8,3206,,2003,2004,284000
333,1358,0,2,0,720,2,638,,484,2,2004,1358,2,8198,59.0,146.0,30,5,7,1358,,2004,2004,207000
334,943,0,3,1,828,2,115,,472,0,1998,1638,3,9042,59.0,0.0,38,5,6,943,,1998,1998,192000
335,1619,167,3,1,1010,6,489,,529,0,1965,1786,3,164660,,0.0,0,6,5,1499,,1965,1965,228950
336,1922,0,3,1,1249,2,673,,676,0,2005,1922,2,14157,86.0,200.0,51,5,9,1922,,2005,2006,377426
337,1536,0,3,0,810,2,726,,532,2,2002,1536,2,9135,70.0,113.0,74,5,7,1536,,2002,2003,214000
338,1621,0,3,2,213,0,995,,440,3,1984,1621,2,14145,91.0,0.0,45,7,7,1208,,1984,1998,202500
339,1215,0,3,3,585,5,630,0.0,297,3,1958,1215,3,12400,66.0,176.0,0,7,6,1215,0.0,1958,1998,155000
340,993,915,4,3,0,6,967,,431,0,2002,1908,2,14191,85.0,0.0,0,5,8,967,,2002,2002,202900
341,841,0,2,3,0,6,721,,294,3,1950,841,3,8400,60.0,0.0,0,4,4,721,,1950,1950,82000
342,1040,0,2,4,0,4,0,,400,3,1949,1040,3,8544,,340.0,0,4,3,0,,1949,1950,87500
343,1684,0,2,3,28,2,1656,,564,2,2005,1684,0,8849,63.0,616.0,72,5,9,1684,,2005,2005,266000
344,576,536,3,3,361,5,175,,336,3,1976,1112,3,2592,36.0,0.0,0,3,5,536,,1976,1976,85000
345,972,605,3,3,0,6,972,,312,3,1939,1577,1,6435,65.0,0.0,0,5,6,972,,1939,1950,140200
346,958,0,2,2,498,1,460,,301,2,1960,958,3,12772,,0.0,0,8,6,958,,1960,1998,151500
347,1478,0,3,3,1270,1,208,,498,3,1960,1478,3,17600,,30.0,40,5,6,1478,,1960,1960,157500
348,862,764,2,3,573,2,191,,474,2,2003,1626,2,2448,36.0,106.0,27,5,7,764,,2003,2004,154000
349,1848,880,4,3,1410,2,438,,706,0,2006,2728,0,20431,56.0,870.0,0,5,9,1848,,2005,2006,437154
350,1869,0,2,3,0,6,1869,,617,2,2007,1869,0,7820,68.0,362.0,54,5,9,1869,,2007,2007,318061
351,1453,0,2,1,1082,2,371,,445,2,1986,1453,2,5271,,0.0,80,5,7,1453,,1986,1986,190000
352,616,495,3,2,236,3,380,,200,3,1941,1111,3,9084,60.0,0.0,0,6,5,616,,1941,1950,95000
353,720,0,2,3,0,6,624,,484,3,2005,720,3,8520,60.0,0.0,0,8,6,624,106.0,1928,2003,105900
354,1192,403,2,3,388,3,552,,240,3,1940,1595,3,8400,60.0,0.0,0,5,6,940,,1940,2000,140000
355,1200,0,3,3,809,0,391,,521,2,1995,1200,2,11249,105.0,0.0,26,5,6,1200,,1995,1995,177500
356,1167,0,3,3,560,2,598,,400,2,1992,1167,2,9248,,106.0,26,6,6,1158,120.0,1992,1992,173000
357,1142,0,3,3,874,0,268,,528,0,1976,1142,3,4224,44.0,0.0,90,5,5,1142,,1976,1976,134000
358,1352,0,3,0,716,1,346,,288,3,1958,1352,2,6930,92.0,120.0,0,4,5,1062,,1958,1958,130000
359,1086,838,3,0,956,2,130,,592,2,1998,1924,2,12011,78.0,530.0,75,5,8,1086,208.0,1998,1998,280000
360,912,0,2,0,773,2,115,,470,2,1978,912,3,7540,,0.0,0,6,6,888,,1978,1978,156000
361,988,517,3,3,399,5,484,,240,3,1940,1505,3,9144,,0.0,0,5,5,883,,1940,1982,145000
362,1427,495,4,4,0,4,0,,672,2,2003,1922,2,7301,64.0,500.0,0,5,7,0,,2003,2003,198500
363,504,483,3,3,162,0,321,,264,3,1972,987,2,1680,21.0,510.0,0,8,6,483,,1972,2007,118000
364,790,784,3,2,712,2,84,,566,0,1976,1574,3,18800,,120.0,111,5,6,796,,1976,1976,190000
365,672,672,3,3,456,5,216,,468,3,1964,1344,3,10690,59.0,0.0,128,7,5,672,,1920,1997,147000
366,1394,0,3,3,609,1,785,,514,2,1963,1394,3,9500,,247.0,76,5,6,1394,,1963,1963,159000
367,1431,0,3,1,371,2,728,,296,2,1962,1431,3,9150,101.0,305.0,110,5,6,1099,,1962,1962,165000
368,1268,0,2,3,540,3,728,,244,0,1954,1268,3,7800,78.0,200.0,98,6,5,1268,,1954,1954,132000
369,1287,0,3,3,716,0,347,,576,0,1997,1287,2,9830,,0.0,17,7,5,1063,364.0,1959,2006,162000
370,953,711,3,3,0,6,953,,460,2,2000,1664,3,8121,,0.0,40,5,6,953,,2000,2000,172400
371,1120,468,4,4,0,4,0,,680,0,1991,1588,3,17120,80.0,0.0,59,4,4,0,,1959,1959,134432
372,752,0,2,3,623,0,121,,264,3,1984,752,3,7175,50.0,0.0,0,5,6,744,,1984,1984,125000
373,1319,0,3,3,428,1,180,,270,3,1953,1319,3,10634,79.0,0.0,0,6,5,608,,1953,1953,123000
374,1081,847,4,3,0,6,847,,434,0,2003,1928,2,8200,65.0,0.0,48,5,7,847,,2003,2004,219500
375,904,0,1,1,350,1,333,,0,1,1922,904,1,10020,,0.0,0,1,1,683,,1922,1950,61000
376,914,0,2,0,298,2,572,,576,3,1998,914,3,8846,57.0,0.0,0,5,5,870,,1996,1996,148000
377,1580,886,4,3,0,6,1580,,610,2,2004,2466,2,11143,102.0,0.0,214,5,8,1580,,2004,2005,340000
378,1856,0,1,0,1445,2,411,,834,0,2010,1856,0,11394,88.0,350.0,0,2,9,1856,,2010,2010,394432
379,1007,793,3,3,0,6,982,,463,0,2000,1800,3,8123,60.0,16.0,63,5,6,982,100.0,2000,2000,179000
380,1026,665,3,3,218,3,808,,308,3,1924,1691,2,5000,50.0,0.0,0,6,5,1026,,1924,1950,127000
381,1301,0,2,3,0,6,1293,,572,2,2006,1301,2,7200,60.0,0.0,121,5,7,1293,,2006,2006,187750
382,939,858,3,0,0,6,939,0.0,639,3,2006,1797,2,9245,79.0,0.0,53,5,7,939,144.0,2006,2006,213500
383,784,0,2,3,0,6,784,91.0,360,3,1950,784,3,9000,60.0,0.0,0,3,6,784,,1928,1950,76000
384,1079,874,3,0,985,2,595,0.0,501,0,1992,1953,2,53107,,0.0,231,5,6,1580,,1992,1992,240000
385,1269,0,2,3,24,2,1232,,430,0,2004,1269,2,3182,43.0,16.0,20,5,8,1256,146.0,2004,2005,192000
386,658,526,5,3,0,6,658,,0,1,1910,1184,3,8410,58.0,0.0,151,3,5,658,0.0,1910,1996,81000
387,1125,0,2,0,631,0,410,,352,3,1977,1125,3,7200,72.0,255.0,0,6,6,1041,296.0,1976,1976,125000
388,1479,0,3,3,0,6,1468,,577,2,1999,1479,2,9382,93.0,125.0,25,5,7,1468,,1999,2000,191000
389,1742,590,3,0,1280,2,402,,846,0,2008,2332,0,12474,96.0,272.0,134,5,10,1682,,2007,2008,426000
390,961,406,4,3,580,5,281,,384,3,1978,1367,3,8405,50.0,0.0,130,8,5,861,,1900,1950,119000
391,1157,804,3,3,690,0,114,,560,0,2001,1961,2,12209,71.0,0.0,192,5,6,804,,2001,2002,215000
392,882,0,3,4,0,4,0,,294,2,1959,882,3,8339,,0.0,0,7,5,0,,1959,1959,106500
393,788,0,2,3,266,5,522,,0,1,1941,788,3,7446,,0.0,0,5,4,788,,1941,1950,100000
394,735,299,2,3,0,6,735,,240,3,1940,1034,3,10134,60.0,0.0,39,6,5,735,,1940,1950,109000
395,1144,0,2,0,739,1,405,,596,3,1956,1144,3,9571,68.0,0.0,0,6,5,1144,44.0,1956,1956,129000
396,894,0,2,0,777,5,117,,600,2,1985,894,3,7200,60.0,0.0,0,5,5,894,,1972,1972,123000
397,936,876,4,3,540,0,324,,264,2,1962,1812,3,7590,69.0,288.0,168,5,5,864,,1962,1962,169500
398,1077,0,2,3,0,6,961,,338,3,1920,1077,3,8967,60.0,0.0,0,2,5,961,,1920,1950,67000
399,1112,438,2,3,812,2,280,,438,0,2007,1550,2,8125,65.0,100.0,168,5,7,1092,,2006,2007,241000
400,1288,0,1,3,786,2,474,,500,0,1996,1288,0,14963,38.0,0.0,30,5,8,1260,,1996,1996,245500
401,1310,0,3,0,24,2,1286,,400,0,2005,1310,2,8767,65.0,0.0,0,5,7,1310,,2005,2005,164990
402,672,0,2,3,0,6,672,,240,3,1940,672,3,10200,60.0,0.0,0,8,5,672,,1940,1997,108000
403,1165,0,4,3,0,6,1141,0.0,420,0,1998,2263,2,12090,93.0,650.0,123,5,8,1141,144.0,1998,1998,258000
404,806,766,3,3,0,6,806,,373,0,1995,1572,3,10364,,0.0,40,5,6,806,,1995,1996,168000
405,1620,0,3,3,1116,1,165,,490,3,1993,1620,3,9991,,0.0,78,4,4,1281,,1976,1993,150000
406,1166,0,3,3,0,6,1064,,240,3,1936,1639,3,10480,51.0,0.0,0,5,6,1064,,1936,1950,115000
407,840,840,3,3,0,6,840,,308,3,1960,1680,3,15576,63.0,0.0,0,7,6,840,0.0,1915,1976,177000
408,1101,1071,3,3,0,6,1063,,947,2,2006,2172,2,14154,109.0,350.0,62,5,7,1063,,2006,2006,280000
409,1050,1028,3,3,789,2,245,,836,0,2008,2078,0,10800,85.0,100.0,102,5,8,1034,,2007,2008,339750
410,1276,0,2,3,0,6,1276,,350,3,1958,1276,3,9571,68.0,0.0,0,3,5,1276,,1958,1958,60000
411,1056,0,3,2,1056,5,0,,572,0,1955,1056,3,34650,100.0,0.0,0,5,5,1056,,1955,1955,145000
412,1478,0,2,0,578,2,892,,484,0,2009,1478,2,4403,,432.0,144,5,7,1470,,2009,2009,222000
413,1028,0,2,3,0,6,1008,,360,3,1927,1028,3,8960,56.0,0.0,0,6,5,1008,,1927,1950,115000
414,1080,1017,3,3,728,1,352,,678,3,1993,2097,2,11228,59.0,0.0,187,5,7,1080,,1993,1993,228000
415,1340,0,3,0,24,2,1316,,396,0,2007,1340,2,8899,73.0,0.0,30,5,7,1340,,2007,2007,181134
416,728,672,3,3,209,0,463,,440,0,1978,1400,3,7844,74.0,203.0,0,7,6,672,,1978,1978,149500
417,1370,1254,4,3,1128,1,242,,864,3,1918,2624,3,22420,86.0,0.0,0,6,6,1370,,1918,1950,239000
418,756,378,3,3,312,0,444,,240,3,1940,1134,3,8160,60.0,0.0,0,6,5,756,,1940,1950,126000
419,1056,0,3,3,775,1,281,,304,3,1968,1056,3,8450,65.0,0.0,85,6,5,1056,,1968,1968,142000
420,1344,0,2,1,1309,2,35,,784,0,1997,1344,3,7060,78.0,200.0,0,5,7,1344,,1997,1998,206300
421,1602,0,3,3,1246,0,356,0.0,529,0,1977,1602,2,16635,,126.0,0,7,6,1602,,1977,2000,215000
422,988,0,2,3,0,6,988,,520,2,1954,988,3,21750,100.0,0.0,0,5,5,988,,1954,1954,113000
423,1470,0,4,3,986,2,484,,696,3,1998,2630,2,9200,80.0,473.0,66,5,8,1470,,1998,1998,315000
424,1196,0,2,3,616,3,580,,297,2,1956,1196,3,9000,72.0,74.0,44,5,6,1196,,1956,1956,139000
425,707,682,3,3,0,6,651,,240,3,1947,1389,3,3378,60.0,0.0,0,8,7,651,,1946,1992,135000
426,1644,0,2,1,1518,2,0,,569,0,1989,1644,2,12800,,145.0,0,5,7,1518,,1989,1989,275000
427,907,0,3,3,288,5,619,,352,3,1964,907,3,8593,77.0,0.0,0,6,4,907,,1957,1957,109008
428,1208,0,2,3,664,2,544,,628,2,2007,1208,2,6762,64.0,108.0,54,5,7,1208,105.0,2007,2007,195400
429,1412,0,3,2,1005,2,387,,576,3,1988,1412,2,11457,130.0,0.0,0,5,6,1392,,1988,1988,175000
430,504,483,2,3,387,0,96,,264,3,1971,987,3,1680,21.0,232.0,0,5,6,483,,1971,1971,85400
431,1088,110,4,3,0,6,901,,0,1,1920,1198,3,5586,60.0,0.0,98,7,6,901,,1920,1998,79900
432,765,600,2,3,471,0,294,,440,3,1971,1365,3,1920,24.0,376.0,36,5,5,765,,1971,1971,122500
433,926,678,3,3,0,6,926,,470,0,1997,1604,3,10839,100.0,0.0,36,5,6,926,0.0,1997,1998,181000
434,630,0,1,0,495,0,135,,0,1,1972,630,3,1890,21.0,0.0,0,7,4,630,,1972,1972,81000
435,834,827,3,0,539,2,260,,550,2,1996,1661,2,10667,43.0,0.0,61,6,7,799,,1996,1996,212000
436,734,0,2,3,0,6,648,,440,3,1990,1118,3,4400,40.0,0.0,0,8,6,648,,1920,1950,116000
437,904,0,2,3,0,6,884,,180,3,1926,904,3,6000,50.0,0.0,0,7,6,884,,1926,2004,119000
438,694,0,2,3,365,3,75,,352,3,1990,694,2,4280,40.0,0.0,0,6,5,440,,1913,2002,90350
439,684,512,3,2,0,6,684,,528,3,2005,1196,2,12354,67.0,0.0,46,8,6,684,,1920,2000,110000
440,2402,0,2,1,2084,2,1010,,672,0,2008,2402,0,15431,105.0,200.0,72,5,10,3094,,2008,2008,555000
441,1440,0,4,3,133,0,1307,,0,1,1955,1440,1,12108,92.0,270.0,0,4,4,1440,,1955,1955,118000
442,1128,445,3,3,0,6,1078,,360,3,1930,1573,3,6240,52.0,0.0,0,7,5,1078,,1930,1992,162900
443,1258,0,2,0,0,6,1258,,648,0,2007,1258,2,3922,53.0,72.0,16,5,7,1258,,2006,2007,172500
444,975,933,4,3,642,2,273,,493,3,1994,1908,2,8750,70.0,0.0,133,5,7,915,,1994,1995,210000
445,1689,0,3,3,0,6,1436,0.0,480,3,1956,1689,3,9855,73.0,0.0,0,5,6,1436,,1956,1956,127500
446,1888,0,2,3,1022,6,495,,578,0,1966,1888,2,16492,137.0,0.0,0,6,6,1517,,1966,2002,190000
447,956,930,3,3,0,6,930,,431,0,1998,1886,2,11214,,0.0,0,5,7,930,,1998,1999,199900
448,780,596,3,3,0,6,780,,198,3,1937,1376,3,8600,50.0,0.0,0,6,6,780,,1937,1950,119500
449,679,504,2,3,331,0,318,,308,3,1981,1183,3,6000,50.0,0.0,176,7,3,649,,1948,2002,120000
450,813,0,2,3,0,6,813,,270,3,1932,813,2,5684,70.0,0.0,113,8,6,813,0.0,1930,2005,110000
451,1533,0,2,1,655,0,878,,576,3,1975,1533,2,70761,62.0,0.0,54,5,7,1533,,1975,1975,280000
452,888,868,3,3,742,0,130,,422,0,1996,1756,3,9303,,42.0,122,5,6,872,,1996,1997,204000
453,786,0,3,3,0,6,768,,676,2,2008,1590,2,9000,75.0,0.0,30,5,8,768,0.0,2008,2008,210000
454,1728,0,4,3,1606,0,122,,560,3,1976,1728,3,9297,63.0,0.0,0,5,5,1728,,1976,1976,188000
455,1242,0,3,3,916,0,326,,528,3,1973,1242,3,9600,80.0,320.0,0,6,7,1242,,1973,1973,175500
456,720,624,4,3,0,6,624,,513,3,1916,1344,3,4571,34.0,0.0,0,5,5,624,,1916,1950,98000
457,1663,0,2,1,1116,1,248,,529,3,1954,1663,2,53227,,0.0,137,6,4,1364,,1954,1994,256000
458,833,833,3,3,0,6,588,,228,3,1925,1666,2,5100,,0.0,63,7,8,588,,1925,1996,161000
459,979,224,3,3,185,3,524,,352,3,1950,1203,2,7015,,161.0,0,4,5,709,,1950,1950,110000
